title,text,rating,timestamp,item_title,category,label,images
Just perfect.,"This castle is perfect for my 2 year old Great Grandson. It's sturdy & well built. Does need 2 persons to assemble. Arrived before expected delivery date, which was in time for his visit!!",5,07/07/2022 15:05,"Little Tikes 2-in-1 Castle Climber, Brown",Toys_and_Games,OR,
Hilarious and Fast-Paced,"A perfect game for parties. The rules are easy to grasp, and the illustrations are hilarious. Quick rounds keep everyone engaged. Some might find it a bit too chaotic, though.",4,12/04/2022 14:15,Exploding Kittens Card Game,Toys_and_Games,CG,
Not like the picture,"The face in the picture looks like Captain Jack Sparrow.  The face on the figure just looks like a man.  And the package was in bad shape, like it had been sat on.",3,12/01/2023 19:14,"DIAMOND SELECT TOYS Pirates of The Caribbean: Dead Men Tell No Tales: Jack Sparrow Action Figure, 180 months to 1188 months",Toys_and_Games,OR,
Feels Cheap,Material feels cheap and doesn't hold up well. Unimpressed with the overall quality and performance.,2,02/10/2022 15:10,Craft Sportswear Men's Active Extreme 2.0 Base Layer,Sports_and_Outdoors,CG,
movie did not start,movie never started asking for refund,1,09/10/2022 13:42,,Movies_and_TV,OR,
Tasty Hamster Food,My hamster loves this food mix. It keeps him healthy and active. The pieces could be more uniform in size.,4,09/11/2022 06:45,Kaytee Fiesta Hamster Food,Pet_Supplies,CG,
Fast-Paced Game,Blink is quick and easy to play. Great for short game sessions. The cards are durable but can get repetitive.,4,24/02/2023 15:58,"Mattel Games Blink ""The World's Fastest Game""",Toys_and_Games,CG,
Excited but also disappointed,"I love doing time laps videos with my iPhone, but then I can’t use my phone. I was super excited about this product, it’s worked okay but mostly I have been disappointed. Because it doesn’t have a built in screen there’s a lot of back and forth fussing that I’m not a fan of. Also it has just cut off in me a few times and I miss the shot I was hoping to get. It has so cool features but mostly I find myself going back to my phone.",2,28/01/2023 18:04,ATLI T100 1080P Time Lapse Camera WiFi HDR APP Control Real-time Preview Timing Shooting Manual Focus Timelapse Video Camera for Indoor Flower Plants Weather Construction,Electronics,OR,
Inspirational and Real,Depicts the struggles and triumphs of students in an inspirational and real way. The storyline is motivational and engaging.,4,09/09/2023 10:34,Kota Factory,Movies_and_TV,CG,
Affordable Gaming Laptop,"Good performance and a decent display. The build quality is solid for the price, and the cooling system is effective. Battery life is average, and it's a bit heavy. Overall, a great budget gaming laptop.",4,15/12/2023 12:45,Acer Nitro 5,Electronics,CG,
Such an original idea,Loved this quirky movie,5,27/07/2022 03:35,,Movies_and_TV,OR,
OUTSTANDING VALUE,"This product is well constructed, well made, fits toddler hands much more easily than smaller version of this construct/build toy.  It's and exceptional value.  In fact I ordered a second set so we could construct bigger, better, and more elaborate buildings.  I highly recommend!",5,07/04/2022 21:38,Prextex Building Blocks for Toddlers 1-3+ (150 Mega Blocks) Large Toy Blocks Compatible with Most Major Brands - Kids Toys Gift Set for All Ages (Boys & Girls),Toys_and_Games,OR,
Fun and Adventurous,"Car enthusiasts will love this fun and adventurous series. The chemistry between Clarkson, Hammond, and May is as entertaining as ever. The exotic locations and crazy challenges make it a joy to watch.",5,19/02/2022 21:37,The Grand Tour,Movies_and_TV,CG,
One of my favorites,This is a great movie.  The imitation of Bela Lugosi was flawless and hilarious and also sad and tragic.,5,06/05/2022 14:12,,Movies_and_TV,OR,
excelente!,excelente!,5,07/06/2022 22:42,Abaowedding Flower Girl Dresses First Communion Dresses Girl Pageant Dresses Long Lace Sequin Girl Dresses Ball Gown,Clothing_Shoes_and_Jewelry,OR,
Reliable in Heavy Rain,Keeps you dry even in the heaviest downpour. Breathable and comfortable for extended wear.,5,12/10/2022 11:35,Columbia Men's Watertight II Rain Jacket,Sports_and_Outdoors,CG,
Rugged stunt car,"[[VIDEOID:1b49642df1218a20b1d171d5e6bf25f1]] I love this rugged stunt toy car as well as my four years old son. Among its unique features are being able to drive on any terrain, making 360 degrees turn and can move any direction. I also like the child safety proof/ protection. I think it’s a good buy",5,11/02/2023 13:48,"Kiaitre RC Car Remote Control Car, 4WD Stunt Car Rechargeable Double Sided 360° Flips Rotating Toy Gift Present for Kids Ages 4+, Indoor, Outdoor",Toys_and_Games,OR,https://m.media-amazon.com/images/I/71trPG7qobL._SL1600_.jpg
Sounds Good,This bar sounds good and was so easy to set up.  It’s nice to have a speaker close by instead of near the TV.  I got it to hook up to the treadmill for watching TV while I run.  So far it does the job well.,5,17/10/2022 00:53,"Computer Speakers, Bluetooth Dynamic RGB Laptop Sound Bar, 16W Dual HiFi Stereo with 6 LED Color Mode Desktop Soundbar, USB Powered Computer Speakers for Desktop, Monitor, Phone, PC, Laptop, Tablets",Electronics,OR,https://m.media-amazon.com/images/I/81HFeNeoJML._SL1600_.jpg
Portable and Functional,Lightweight yet sturdy. Perfect for on-the-go projects.,4,28/01/2024 15:14,BLACK+DECKER Workmate Portable Workbench,Tools_and_Home_Improvement,CG,
Great product,"Great product, great value, and works just fine converting from a European plug to an American plug, I just exactly what I was looking for, and could not find except on Amazon.",5,18/11/2022 22:06,"Unidapt US USA Plug Adapter - EU European to America Japan Canada American Travel Plug Adapter, Europe to USA Power Outlet Adapters Wall Plugs (4-Pack)",Tools_and_Home_Improvement,OR,
"Danger alien, danger!","Enjoyed this first season of ""Resident Alien"", as it seemed overall how an alien would try to fit in with a human population; danger alien, danger!  I took notice of this series because of Alan Tudyk, as I remember him from the ""Firefly"" series.  ""Resident Alien"", is a dramedy where comedy is embedded in drama, as the alien is forced to kill a few humans along the way in order to keep his shape shifting identity a secret.  This while he attempts to complete his secret mission on Earth.  This DVD arrived in good time with picture and sound quality in very good shape.",5,11/10/2022 22:31,Resident Alien: Season One [DVD],Movies_and_TV,OR,
So many typos,"I cannot believe how many editing mistakes are in this book. I tried to flag each error, but needless to say, it was distracting. You definitely need to read the previous books for context. It had been a while since I finished the ones before, so coming into this continuation of the story threw me. I couldn't remember minor characters and their importance. In the end I got the gist of things enough to not have to worry about it too much. I appreciate the history lessons I get from these stories.",3,11/07/2022 06:26,The Soldier (Maze Investigations - The Genealogy Detectives Book 6),Kindle_Store,OR,
Great for Landscape,Was really happy I purchased this before going on a trip to some US national parks. It really enhanced my landscape photography. The image-quality is great and the wide angle helps show the grandeur of things.,5,25/08/2022 13:59,Nikon AF-P DX NIKKOR 10-20mm f/4.5-5.6G VR Lens,Electronics,OR,
"Raises the laptop up to a better level when standing, a little rocky.","I really would like to give this product 5 stars, but it is not as stable as we would like for holding our Chromebook that we take attendance on.  If you are going to use it, you need to think of some way to clip it to the surface you are using.  We are on an outside table, and it rocks just a little too much when we are using it.  Weight is nice, size is just as shown, made of quality materials.",4,25/04/2022 04:42,TALK WORKS Ergonomic Laptop Stand for Desk - Universal Compatibility Computer Monitor Riser Stand Pedestal for Desktop w/ Padded Silicone Grip,Electronics,OR,
Cute and easy,These are cool,5,05/10/2022 23:15,"Depets Dog Poop Bag, Extra Thick Doggie Poop Bags with Poop Bag Holder and Leash Clip, Leak-Proof Dog Waste Bags, 11.8 × 8.7 IN Poop Bags for Dogs Cats, Blue, 160 Count",Pet_Supplies,OR,
Best!!,"Comfy, cute, easy, doesn’t slip, doesn’t fall off, literally had a burn the next day from using these which is awesome since I can’t go to a gym regularly, working out at home with these is awesome ✌️🌹",5,18/06/2022 16:26,"Henkelion 1 Pair 2 3 5 10 Lbs Adjustable Ankle Weights For Women Men Kids, Strength Training Wrist And Ankle Weights Sets For Gym, Fitness Workout, Running, Lifting - Black Grey Pink Blue Purple",Sports_and_Outdoors,OR,https://m.media-amazon.com/images/I/61Ab5Po6cAL._SL1600_.jpg
Liking this Sarah Spillman series better each book!,"I love the way Sarah is developing, becoming a better character with each book. She has come a long way since her appearances in the Reed Ferguson series, and I like her evolution.  Crazier cases to solve, more thrills and chills along the way as well. All keeps the reader on the edge of their seats. Worth the time for sure!",5,13/07/2022 14:09,Deadly Premonition (Detective Sarah Spillman Mystery Series Book 9),Kindle_Store,OR,
Great Leash!,"This is perfect for our little beagle!  When I want to make sure she stays in the yard, I hook her up to this 50 ft. leash.  It gives her plenty of room to walk around and explore.",5,14/02/2023 13:33,"Long Dog Leash Chew Proof, Tie Out Cable for Dogs Heavy Duty 10/20/30/50 ft with Carabiner, Dog Leads for Yard for Medium Large Dogs, Durable Dog Long Leashes with Padded Handle for Training Walking",Pet_Supplies,OR,
No better than any other splatter guard,"I was very hopeful with the small gauge screen that these would prevent splattering.  Alas no, they do not contain the grease any better than the cheaper one I had previously.",2,07/01/2023 19:25,Kristie's Kitchen Grease Splatter Guard Set - Frying Pan Splatter Screen for Cooking Safely without Oil Splatter Burns - Stainless Steel Oil Splatter Guard Prevents Sizzle Spray & Keeps Kitchen Clean,Home_and_Kitchen,OR,
Annoying Song,The song is cute at first but gets annoying quickly. The doll is not very interactive and doesn't hold my child's attention.,2,05/04/2023 09:31,Baby Shark Official Song Doll,Toys_and_Games,CG,
Simple and Effective,A simple and effective way to make sparkling water at home. It's easy to use and saves money on bottled water. The carbonation level can be adjusted to preference. Highly recommend for sparkling water lovers.,4,30/01/2024 10:05,SodaStream Jet Sparkling Water Maker,Home_and_Kitchen,CG,
Oval Kayak hatch cover,I was hesitant to buy this hatch cover for my Ocean Kayak Zest Two XP. I tried a set before and wasted my money. Bought two for a decent price. They fit like a glove. The construction is good and it makes a water tight seal. Highly recommend this hatch cover if you have an Ocean Kayak Zest Two XP.,5,12/09/2022 00:15,"Wosume Deck Hatch Cover, Waterproof Round Hatch Cover Plastic Deck Cover, Deck Inspection Plate for Marine Boat Kayak Canoe Adult Children Outdoor Use",Sports_and_Outdoors,OR,
Atmospheric but Pacing Issues,"Set in 1960s Baltimore, the story is atmospheric but has pacing issues. The plot is intriguing, though it feels drawn out.",3,21/10/2025 14:40,Lady in the Lake,Kindle_Store,CG,
